Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,0,
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,13,
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,12,
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,31,
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0,
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,0,
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,0,
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,14,
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,11,
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,18,
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,SD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,50,
11/15/2020,02/01/2020,11/14/2020,SD,Sepsis,Sepsis,A40-A41,0-24,0,
11/15/2020,02/01/2020,11/14/2020,SD,Sepsis,Sepsis,A40-A41,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Sepsis,Sepsis,A40-A41,35-44,0,
11/15/2020,02/01/2020,11/14/2020,SD,Sepsis,Sepsis,A40-A41,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Sepsis,Sepsis,A40-A41,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Sepsis,Sepsis,A40-A41,65-74,11,
11/15/2020,02/01/2020,11/14/2020,SD,Sepsis,Sepsis,A40-A41,75-84,11,
11/15/2020,02/01/2020,11/14/2020,SD,Sepsis,Sepsis,A40-A41,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Sepsis,Sepsis,A40-A41,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,SD,Sepsis,Sepsis,A40-A41,All Ages,32,
11/15/2020,02/01/2020,11/14/2020,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,
11/15/2020,02/01/2020,11/14/2020,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,
11/15/2020,02/01/2020,11/14/2020,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,0,
11/15/2020,02/01/2020,11/14/2020,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,11,
11/15/2020,02/01/2020,11/14/2020,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,SD,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,31,
11/15/2020,02/01/2020,11/14/2020,SD,Diabetes,Diabetes,E10-E14,0-24,0,
11/15/2020,02/01/2020,11/14/2020,SD,Diabetes,Diabetes,E10-E14,25-34,0,
11/15/2020,02/01/2020,11/14/2020,SD,Diabetes,Diabetes,E10-E14,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Diabetes,Diabetes,E10-E14,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Diabetes,Diabetes,E10-E14,55-64,10,
11/15/2020,02/01/2020,11/14/2020,SD,Diabetes,Diabetes,E10-E14,65-74,25,
11/15/2020,02/01/2020,11/14/2020,SD,Diabetes,Diabetes,E10-E14,75-84,32,
11/15/2020,02/01/2020,11/14/2020,SD,Diabetes,Diabetes,E10-E14,85+,33,
11/15/2020,02/01/2020,11/14/2020,SD,Diabetes,Diabetes,E10-E14,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,SD,Diabetes,Diabetes,E10-E14,All Ages,108,
11/15/2020,02/01/2020,11/14/2020,SD,Obesity,Obesity,E65-E68,0-24,0,
11/15/2020,02/01/2020,11/14/2020,SD,Obesity,Obesity,E65-E68,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Obesity,Obesity,E65-E68,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Obesity,Obesity,E65-E68,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Obesity,Obesity,E65-E68,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Obesity,Obesity,E65-E68,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Obesity,Obesity,E65-E68,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Obesity,Obesity,E65-E68,85+,0,
11/15/2020,02/01/2020,11/14/2020,SD,Obesity,Obesity,E65-E68,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,SD,Obesity,Obesity,E65-E68,All Ages,23,
11/15/2020,02/01/2020,11/14/2020,SD,Alzheimer disease,Alzheimer disease,G30,0-24,0,
11/15/2020,02/01/2020,11/14/2020,SD,Alzheimer disease,Alzheimer disease,G30,25-34,0,
11/15/2020,02/01/2020,11/14/2020,SD,Alzheimer disease,Alzheimer disease,G30,35-44,0,
11/15/2020,02/01/2020,11/14/2020,SD,Alzheimer disease,Alzheimer disease,G30,45-54,0,
11/15/2020,02/01/2020,11/14/2020,SD,Alzheimer disease,Alzheimer disease,G30,55-64,0,
11/15/2020,02/01/2020,11/14/2020,SD,Alzheimer disease,Alzheimer disease,G30,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Alzheimer disease,Alzheimer disease,G30,75-84,10,
11/15/2020,02/01/2020,11/14/2020,SD,Alzheimer disease,Alzheimer disease,G30,85+,31,
11/15/2020,02/01/2020,11/14/2020,SD,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,SD,Alzheimer disease,Alzheimer disease,G30,All Ages,43,
11/15/2020,02/01/2020,11/14/2020,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
11/15/2020,02/01/2020,11/14/2020,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
11/15/2020,02/01/2020,11/14/2020,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
11/15/2020,02/01/2020,11/14/2020,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,
11/15/2020,02/01/2020,11/14/2020,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,0,
11/15/2020,02/01/2020,11/14/2020,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,18,
11/15/2020,02/01/2020,11/14/2020,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,34,
11/15/2020,02/01/2020,11/14/2020,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,SD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,55,
11/15/2020,02/01/2020,11/14/2020,SD,Renal failure,Renal failure,N17-N19,0-24,0,
11/15/2020,02/01/2020,11/14/2020,SD,Renal failure,Renal failure,N17-N19,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Renal failure,Renal failure,N17-N19,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Renal failure,Renal failure,N17-N19,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Renal failure,Renal failure,N17-N19,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,Renal failure,Renal failure,N17-N19,65-74,15,
11/15/2020,02/01/2020,11/14/2020,SD,Renal failure,Renal failure,N17-N19,75-84,13,
11/15/2020,02/01/2020,11/14/2020,SD,Renal failure,Renal failure,N17-N19,85+,21,
11/15/2020,02/01/2020,11/14/2020,SD,Renal failure,Renal failure,N17-N19,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,SD,Renal failure,Renal failure,N17-N19,All Ages,64,
11/15/2020,02/01/2020,11/14/2020,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,
11/15/2020,02/01/2020,11/14/2020,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,0,
11/15/2020,02/01/2020,11/14/2020,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,SD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,23,
11/15/2020,02/01/2020,11/14/2020,SD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,15,
11/15/2020,02/01/2020,11/14/2020,SD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,27,
11/15/2020,02/01/2020,11/14/2020,SD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,55,
11/15/2020,02/01/2020,11/14/2020,SD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,62,
11/15/2020,02/01/2020,11/14/2020,SD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,103,
11/15/2020,02/01/2020,11/14/2020,SD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,168,
11/15/2020,02/01/2020,11/14/2020,SD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,SD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,439,
11/15/2020,02/01/2020,11/14/2020,SD,COVID-19,COVID-19,U071,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,COVID-19,COVID-19,U071,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,COVID-19,COVID-19,U071,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,SD,COVID-19,COVID-19,U071,45-54,26,
11/15/2020,02/01/2020,11/14/2020,SD,COVID-19,COVID-19,U071,55-64,52,
11/15/2020,02/01/2020,11/14/2020,SD,COVID-19,COVID-19,U071,65-74,78,
11/15/2020,02/01/2020,11/14/2020,SD,COVID-19,COVID-19,U071,75-84,120,
11/15/2020,02/01/2020,11/14/2020,SD,COVID-19,COVID-19,U071,85+,201,
11/15/2020,02/01/2020,11/14/2020,SD,COVID-19,COVID-19,U071,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,SD,COVID-19,COVID-19,U071,All Ages,490,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,37,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,84,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,292,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,432,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,488,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,354,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1696,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,33,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,90,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,136,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,66,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,334,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,34,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,83,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,89,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,82,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,25,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,325,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory failure,J96,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory failure,J96,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory failure,J96,35-44,22,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory failure,J96,45-54,81,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory failure,J96,55-64,224,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory failure,J96,65-74,403,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory failure,J96,75-84,444,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory failure,J96,85+,260,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory failure,J96,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory failure,J96,All Ages,1439,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory arrest,R09.2,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory arrest,R09.2,35-44,0,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory arrest,R09.2,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory arrest,R09.2,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory arrest,R09.2,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory arrest,R09.2,75-84,13,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory arrest,R09.2,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Respiratory arrest,R09.2,All Ages,36,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,19,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,59,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,59,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,29,
